silverfish silverfishes
simulacrum simulacra
sinciput sincipita
sinfonia sinfonie
sistrum sistra
situla situlae
smalto smalti
snaggletooth snaggleteeth
snailfish snailfishes
snipefish snipefishes
sokeman socmen socman
solarium solaria
solatium solatia
soldo soldi
sole sol soles
solfeggio solfeggi
solidus solidi
solo soli
solum sola
soma somata
soprano soprani
sordino sordini
sorosis soroses
sorus sori
sovkhoz sovkhozy
spadefish spadefishes
spadix spadices
spearfish spearfishes
spectrum spectra
speculum specula
spermatium spermatia
spermatogonium spermatogonia
spermatozoon spermatozoa
spermogonium spermogonia
sphinx sphinges
spica spicae
spiculum spicula
spirillum spirilla
splayfoot splayfeet
splenius splenii
sporangium sporangia
sporogonium sporogonia
sporozoan sporozoa
springhaas springhase
spumone spumoni
sputum sputa
squama squamae
squash squashes
squilla squillae
squirrelfish squirrelfishes
squiz squizzes
stadium stadia
stamen stamina
staminodium staminodia
stapes stapedes
staphylococcus staphylococci
starets staretsy startsy
starfish starfishes
stele stelae
stemma stemmata
stenosis stenoses
stepchild stepchildren
sternum sterna
stigma stigmata
stimulus stimuli
stipes stipites
stirps stirpes
stoa stoae
stockfish stockfishes
stoma stomata
stomodaeum stomodaea
stomodeum stomodea
stonefish stonefishes
stotinka stotkini stotinki
strappado strappadoes
stratocumulus stratocumuli
stratum strata
stratus strati
streptococcus streptococci
stretto stretti
stria striae
strobilus strobili
stroma stromata
struma strumae
stucco stuccoes
stylopodium stylopodia
stylops stylopes
stylus styli
subcortex subcortices
subdelirium subdeliria
subgenus subgenera
subindex subindices
submucosa submucosae
subphylum subphyla
substratum substrasta
succedaneum succedanea
succubus succubi
suckerfish suckerfishes
suckfish suckfishes
sudarium sudaria
sudatorium sudatoria
sulcus sulci
summa summae
sunfish sunfishes
supercargo supercargoes
superhero superheroes
supernova supernovae
superstratum superstrata
surgeonfish surgeonfishes
swami swamies
sweetiewife sweetiewives
swellfish swellfishes
swordfish swordfishes
syconium syconia
syllabus syllabi
syllepsis syllepses
symphysis symphyses
sympodium sympodia
symposium symposia
synapsis synapses
synarthrosis synarthroses
synclinorium synclinoria
syncytium syncytia
syndesmosis syndesmoses
synopsis synopses
syntagma syntagmata
synthesis syntheses
syphiloma syphilomata
syrinx syringes
syssarcosis syssarcoses
tableau tableaux
tallith tallithes tallitoth tallaisim
talus tali
tapetum tapeta
tarantula tarantulae
tarsometatarsus tarsometatarsi
tarsus tarsi
taxi taxies
taxis taxes tax
taxon taxa
tectrix tectrices
tegmen tegmina
tela telae
telamon telamones
telangiectasis telangiectasia telangiectases
telium telia
tempo tempi
tenaculum tenacula
tenderfoot tenderfeet
tenia teniae taenia taeniae
tenuis tenues
teraph teraphim
teras terata
teredo teredines
tergum terga
terminus termini
terrarium terraria
terzetto terzetti
tessera tesserae
testa testae
testis testes
testudo testudines
tetrahedron tetrahedra
tetraskelion tetraskelia
thalamencephalon thalamencephala
thalamus thalami
thallus thalli
theca thecae
thesaurus thesauri
thesis theses
thickleaf thickleaves
thief thieves
tholos tholoi
thorax thoraces
thrombus thrombi
thymus thymi
thyrse therses
thyrsus thyrsi
tibia tibiae
tilefish tilefishes
tintinnabulum tintinnabula
titmouse titmice
toadfish toadfishes
tobacco tobaccoes
tomato tomatoes
tomentum tomenta
tondo tondi
tonneau tonneaux
tooth teeth
tophus tophi
topos topoi
tornado tornadoes
torpedo torpedoes
torso torsi
torus tori
trabecula trabeculae
trachea tracheae
traditor traditores
tragus tragi
trapezium trapezia
trapezohedron trapezohedra
trauma traumata
treponema treponemata
trichina trichinae
triclinium triclinia
triennium triennia
triforium triforia
triggerfish triggerfishes
trihedron trihedra
triskelion triskelia
trisoctahedron trisoctahedra
triumvir triumviri
trivium trivia
trochlea trochleae
tropaeolum tropaeola
trousseau trousseaux
trunkfish trunkfishes
tryma trymata
tuba tubae
turaco touraco touracos
turf turves
tympanum tympana
tyro tiro tyros
ubermensch ubermenschen
ugli uglies
uighur uigurs
ulna ulnae
ultimatum ultimata
umbilicus umbilici
umbo umbones
umbra umbrae
uncus unci
uredinium uredinia
uredium uncidia
uredo uredines
uredosorus uredosori
urethra urethrae
urinalysis urinalyses
uterus uteri
utriculus utriculi
uvula uvulae
vacuum vacua
vagina vaginae
vagus vagus vagi
vallecula valleculae
vaporetto vaporetti
varix varices
vas vasa
vasculum vascula
velamen velamina
velarium velaria
velum vela
vena venae
ventriculus ventriculi
vermis vermes
verruca verrucae
vertebra vertebrae
vertex vertices
vertigo vertigoes vertigines
vesica vesicae
veto vetoes
vexillum vexilla
viaticum viatica
viator viatores
vibraculum vibracula
vibrissa vibrissae
villus villi
vimen vimina
vinculum vincula
virago viragoes
virtuoso virtuosi
vis vires
vita vitae
vitellus vitelli
vitta vittae
vivarium vivaria
volcano volcanoes
volkslied volkslieder
volta volte
volva volvae
vortex vortices
vorticella vorticellae
vox voces
vulva vulvae
wahhabi wahabi wahhabis
wanderjahr wanderjahre
weakfish weakfishes
werewolf werewolves
wharf wharves
whitefish whitefishes
wife wives
wolf wolves
wolffish wolffishes
woodlouse woodlice
wreckfish wreckfishes
wunderkind wunderkinder
xiphisternum xiphisterna
yeshiva yeshivoth yeshivahs
yogi yogin
yourself yourselves
zecchino zecchini
zemindari zamindaris zamindari
zero zeroes
zoaea zoeas
zoea zoaea zoaeae zoeae
zoon zoa
zoonosis zoonoses
zoosporangium zoosporangia
